Country/Region;Population;Area;Maximum;Per 100,000 inh.;Rate A;aCFR;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16
Sudan;43849260;1765048;5;0.011402701;0.15625;0.2941176471;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;5
Suriname;586632;156000;1;0.1704646184;0.1;0.1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Swaziland;1160164;17200;1;0.0861947104;0.0625;0.0769230769;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sweden;10099265;410340;1333;13.1989803218;0.1062998405;0.1376355188;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;6;7;10;11;16;20;21;25;36;62;77;105;105;110;146;180;239;308;358;373;401;477;591;687;793;870;887;899;919;1033;1203;1333
Switzerland;8654622;39516;1281;14.8013396772;0.0479200958;0.0521771007;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;4;4;11;13;14;14;27;28;41;54;75;98;120;122;153;191;231;264;300;359;433;488;536;591;666;715;765;821;895;948;1002;1036;1106;1138;1174;1239;1281
Switzerland Appenzell Inner Rhodes;16145;173;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Appenzell Outer Rhodes;55234;243;3;5.4314371583;0.0379746835;0.038961039;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Switzerland Argovia;677387;1404;23;3.395400266;0.0243902439;0.0270588235;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;3;3;8;11;11;12;12;12;12;13;16;16;17;18;18;18;19;19;22;23
Switzerland Basel City;194766;37;37;18.997155561;0.040348964;0.0430733411;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;4;4;4;4;5;5;5;5;8;12;13;13;15;15;16;18;19;21;24;26;26;28;31;33;33;33;33;34;34;36;37
Switzerland Basel Country;288132;518;25;8.6765787903;0.0320102433;0.0346260388;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;5;5;5;6;6;7;10;11;12;14;19;19;19;19;21;21;22;22;23;24;25;25;25
Switzerland Berne;1034977;5959;55;5.3141277536;0.0363036304;0.04;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;3;5;6;6;7;8;9;10;13;16;20;23;26;28;28;31;33;37;38;42;44;49;49;49;53;55
Switzerland Friborg;318714;1671;65;20.3944602371;0.0716648291;0.0816582915;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;4;5;6;11;15;15;16;17;20;23;26;31;37;40;41;44;45;46;49;53;54;55;57;63;65
Switzerland Geneva;499480;1771;178;35.637062545;0.0396790013;0.0412993039;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;4;5;6;8;8;9;13;14;21;23;30;37;44;53;61;68;76;80;93;100;111;118;125;133;144;154;160;167;172;178;178
Switzerland Glarus;40403;685;3;7.4251911987;0.0283018868;0.0379746835;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
Switzerland Grisons;198379;7105;39;19.6593389421;0.0518617021;0.0545454545;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;6;6;6;6;9;9;9;9;12;19;21;23;27;27;30;31;34;35;35;35;35;35;35;37;38;39
Switzerland Jura;73419;88;2;2.7240904943;0.0105820106;0.010989011;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2
Switzerland Lucerne;409557;1493;13;3.1741613499;0.0217028381;0.0232142857;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;5;6;7;7;7;7;7;9;9;9;9;9;9;10;10;10;11;12;13
Switzerland Neuchâtel;176850;220;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Nidwalden;43223;276;2;4.6271660921;0.0188679245;0.02;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2
Switzerland Obwalden;37841;491;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Schaffhausen;81991;298;1;1.2196460587;0.0166666667;0.0188679245;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Switzerland Schwyz;159165;908;14;8.795903622;0.0528301887;0.0651162791;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;4;4;4;4;5;5;6;7;7;9;10;10;11;12;13;13;14
Switzerland Solothurn;273194;791;8;2.9283219983;0.0233236152;0.0272108844;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;3;3;3;3;3;3;3;3;5;5;6;7;7;8;8;8
Switzerland St. Gallen;507697;2026;25;4.9241969127;0.0367647059;0.039556962;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;5;5;5;7;7;8;8;9;9;11;13;15;16;17;18;21;21;21;23;25
Switzerland Thurgovia;276472;991;11;3.9787030875;0.0357142857;0.0416666667;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;3;4;4;5;5;7;7;8;8;8;8;8;8;8;10;11;11
Switzerland Ticino;353343;2812;269;76.12999267;0.0910938029;0.0969020173;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;6;8;10;14;15;22;28;37;48;53;60;67;76;87;93;105;120;132;141;155;165;177;189;198;211;219;227;229;244;251;258;263;269
Switzerland Uri;36433;1077;5;13.7238218099;0.0641025641;0.0675675676;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;4;4;4;4;4;4;4;4;5
Switzerland Valais;343955;5224;94;27.3291564303;0.0550673697;0.0600638978;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;4;6;7;10;12;13;14;15;20;21;21;26;35;37;40;45;51;53;56;61;68;73;75;82;86;88;90;94;94
Switzerland Vaud;799145;3212;279;34.912312534;0.0575970273;0.0616710875;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;3;4;5;5;5;7;12;15;16;25;29;36;47;48;55;66;77;84;92;107;123;138;147;160;172;185;204;224;228;233;237;254;266;279
Switzerland Zug;126837;239;6;4.7304808534;0.0350877193;0.0357142857;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;3;3;3;3;3;4;5;5;5;5;6
Switzerland Zurich;1520968;1729;92;6.0487794615;0.029215624;0.031420765;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;4;5;6;6;8;10;13;15;19;22;24;26;35;38;40;48;52;54;56;63;64;69;75;77;81;85;89;92
Syria;17500658;183630;2;0.0114281417;0.0606060606;0.0833333333;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Taiwan;23816775;35410;6;0.0251923277;0.0151898734;0.0157068063;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6
Tanzania;59734218;885800;4;0.0066963294;0.0425531915;0.125;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;4
Thailand;69799978;510890;46;0.0659025996;0.0172155689;0.0186008896;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;5;6;7;9;10;12;15;19;20;23;26;27;30;32;33;35;38;40;41;43;46
Togo;8278724;54390;5;0.0603957808;0.0617283951;0.0657894737;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;5
Trinidad and Tobago;1399488;5130;8;0.5716376275;0.0701754386;0.07239819;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;3;3;5;5;6;6;7;8;8;8;8;8;8;8;8;8;8;8
Tunisia;11818619;155360;37;0.3130653421;0.0450121655;0.0551415797;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;4;5;6;6;8;8;8;10;12;14;18;18;22;22;23;24;25;25;28;31;34;34;35;37
Turkey;84339067;769630;1643;1.9480888969;0.0221449463;0.0349358906;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;9;30;37;44;59;75;92;108;131;168;214;277;356;425;501;574;649;725;812;908;1006;1101;1198;1296;1403;1518;1643
US;331002651;9147420;32916;9.9443312314;0.0492901328;0.0662913994;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;7;11;12;14;17;21;22;28;36;40;47;54;63;85;108;118;200;244;307;417;557;706;942;1209;1581;2026;2467;2978;3873;4757;5926;7087;8407;9619;10783;12722;14695;16478;18586;20462;22019;23528;25831;28325;32916
US Alabama;4903185;131171;133;2.7125225746;0.0306098964;0.0448113208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;3;3;4;6;13;26;32;35;43;45;50;56;66;74;80;91;93;99;110;121;133
US Alaska;731545;1477953;9;1.2302729155;0.03;0.0365853659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;3;3;3;3;3;5;6;6;6;7;7;7;8;8;8;9;9;9
US Arizona;7278717;294207;150;2.0608027486;0.0354274917;0.0482005141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;2;2;5;6;8;13;15;17;20;24;29;32;41;52;64;65;73;80;89;97;108;115;122;131;142;150
US Arkansas;3017804;134771;37;1.2260570932;0.0228395062;0.0315969257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;3;3;5;6;7;8;10;12;12;14;16;16;16;18;21;23;24;27;30;30;33;37
US California;39512223;403466;890;2.2524675466;0.0339928195;0.0457066557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;5;5;6;11;13;18;20;24;27;27;40;53;65;78;101;123;133;153;171;203;237;276;319;343;374;442;492;541;541;651;687;758;821;890
US Colorado;5758736;268431;357;6.1992770636;0.043115942;0.0548387097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;3;4;5;6;7;11;19;24;31;44;51;51;69;80;97;111;126;140;150;179;193;250;250;274;304;308;329;357
US Connecticut;3565287;12542;971;27.2348341101;0.0611306976;0.0921427216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;5;10;12;19;21;27;27;34;36;69;85;112;131;165;189;206;277;277;380;448;494;554;602;671;868;971
US Delaware;973764;5047;52;5.3401029408;0.025060241;0.0392156863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;2;3;6;6;10;11;12;14;14;14;14;16;16;23;23;33;33;35;41;46;52
US District of Columbia;705749;158;81;11.4771682284;0.0344680851;0.0487951807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;2;2;2;3;3;4;5;9;9;11;12;15;21;22;24;22;27;32;38;47;50;53;67;72;81
US Florida;21477737;138887;646;3.0077656692;0.0282133031;0.0368490103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;3;4;4;6;7;8;10;12;13;14;18;22;28;34;54;56;63;77;87;128;163;191;218;236;296;309;354;390;438;465;483;537;609;646
US Georgia;10617423;148959;587;5.5286485242;0.0374625056;0.0511190455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;10;13;14;23;25;32;40;48;64;69;80;87;111;139;163;184;201;211;229;329;362;379;416;428;433;464;501;552;587
US Guam;162742;543;5;3.0723476423;0.037037037;0.0384615385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;2;3;3;4;4;4;4;4;4;4;4;5;5;5;5;5;5
US Hawaii;1415872;16635;9;0.6356506803;0.0169811321;0.020361991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;4;4;5;5;5;6;8;8;9;9;9;9
US Idaho;1787065;214045;41;2.2942646182;0.0258349086;0.0303030303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;3;4;5;6;7;9;9;9;10;10;10;13;15;18;24;25;27;27;33;39;41
US Illinois;12671821;143793;1072;8.4597154584;0.0416585707;0.059931794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;5;6;9;12;16;19;26;34;47;65;73;99;141;157;210;243;274;307;380;462;528;596;677;720;794;868;948;1072
US Indiana;6732219;92789;477;7.085331003;0.04998952;0.0690603735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;2;2;2;2;4;6;7;12;14;17;24;31;32;35;49;65;78;102;116;127;139;173;203;245;300;330;343;350;388;436;477
US Iowa;3155070;144669;60;1.9017010716;0.0280242877;0.0432276657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;3;4;6;7;9;11;11;14;22;25;26;27;29;31;34;41;43;49;53;60
US Kansas;2913314;211754;80;2.7460136463;0.0503778338;0.0686106346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;2;2;2;3;3;4;5;6;8;9;10;13;17;21;22;25;27;27;42;50;55;56;62;69;76;80
US Kentucky;4467673;102269;122;2.7307280546;0.0532518551;0.0720614294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;2;3;3;4;4;4;6;8;9;9;11;17;20;31;37;40;45;59;65;73;90;90;94;97;104;115;122
US Louisiana;4648794;111898;1156;24.8666643435;0.0513048109;0.0600425908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;4;6;8;12;16;20;34;46;65;83;119;137;151;185;239;273;310;370;409;477;512;582;652;702;755;806;840;884;1013;1103;1156
US Maine;1344212;79883;27;2.0086117368;0.033919598;0.0460750853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;3;5;7;7;9;10;10;10;12;14;16;17;19;19;19;20;24;27
US Maryland;6045680;25142;392;6.4839687182;0.0363501484;0.0562571757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;3;3;4;4;5;5;10;15;18;31;36;42;53;67;91;103;124;138;171;206;235;262;302;349;392
US Massachusetts;6892503;20202;1245;18.0631042163;0.0386874243;0.0593592066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;9;11;15;25;35;44;48;56;89;122;154;192;216;231;260;356;433;503;599;686;756;844;957;1108;1245
US Michigan;9986857;146435;2093;20.9575445007;0.0715237672;0.0918667427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;5;8;15;24;43;60;92;92;132;184;259;337;417;479;540;617;727;845;959;1076;1281;1392;1487;1602;1768;1921;2093
US Minnesota;5639632;206232;94;1.6667754208;0.0491631799;0.0703592814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;2;4;5;9;10;12;17;18;22;24;29;30;34;39;50;57;64;70;70;79;87;94
US Mississippi;2976149;121531;129;4.334460405;0.0355960265;0.0522478736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;2;6;8;13;14;16;20;22;26;29;35;43;51;59;67;76;82;93;96;98;111;122;129
US Missouri;6137428;178040;152;2.4766074649;0.029739777;0.0400105291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;3;3;3;3;8;8;8;10;10;13;14;18;19;19;24;34;39;53;58;77;96;109;110;114;133;147;152
US Montana;1068778;376962;7;0.6549536012;0.0168674699;0.0191780822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;5;5;5;5;6;6;6;6;6;6;6;6;7;7;7;7
US Nebraska;1934408;198974;21;1.0856034508;0.0220588235;0.0330708661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;2;2;2;3;4;5;6;6;8;8;10;12;14;15;17;17;17;18;20;21
US Nevada;3080156;284332;137;4.4478266685;0.0412526347;0.0530185759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;2;2;4;4;6;10;10;10;14;15;17;26;38;43;46;46;46;58;71;80;86;102;112;114;120;131;137
US New Hampshire;1359711;23187;32;2.3534412827;0.02809482;0.0390720391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;3;3;4;4;5;7;9;9;9;18;18;21;22;23;23;23;32;32
US New Jersey;8882190;19047;3518;39.6073490885;0.0467092423;0.0644463985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;3;5;9;11;16;20;27;44;62;81;108;140;161;198;267;355;537;646;846;917;1003;1232;1504;1700;1932;2183;2350;2443;2805;3156;3518
