Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;% aCFR;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Philippines;109581078;298170;1036;0.9454186972;0.0428541882;0.0502278677;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;8;11;12;12;19;17;18;19;25;33;35;38;45;54;68;71;78;88;96;107;136;144;152;163;177;182;203;221;247;297;315;335;349;362;387;397;409;428;437;446;462;477;494;501;511;530;558;568;579;603;607;623;637;658;685;696;704;719;726;751;772;790;806;817;824;831;837;842;846;857;863;868;873;886;904;921;942;950;957;960;966;974;984;987;994;1003;1011;1017;1027;1036
Poland;37846611;306230;1215;3.2103270753;0.0430835786;0.0478158205;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;4;5;5;5;5;5;7;8;10;14;16;16;18;22;31;33;43;57;71;79;94;107;129;159;174;181;208;232;245;263;286;314;332;347;360;380;401;426;454;494;524;535;562;596;624;644;651;664;678;698;716;733;755;776;785;800;811;839;861;883;907;915;925;936;948;962;972;982;993;996;1007;1024;1028;1038;1051;1061;1064;1074;1092;1115;1117;1137;1153;1157;1166;1183;1206;1215
Portugal;10196709;91590;1504;14.7498570372;0.041882484;0.0442756631;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;6;12;14;23;33;43;60;76;100;119;140;160;187;209;246;266;295;311;345;380;409;435;470;504;535;567;599;629;657;687;714;735;762;785;820;854;880;903;928;948;973;989;1007;1023;1043;1063;1074;1089;1105;1114;1126;1135;1144;1163;1175;1184;1190;1203;1218;1231;1247;1263;1277;1289;1302;1316;1330;1342;1356;1369;1383;1396;1410;1424;1436;1447;1455;1465;1474;1479;1485;1492;1497;1504
Qatar;2881053;11610;69;2.3949576769;0.0009191299;0.0010535155;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;3;4;4;6;6;6;6;6;7;7;7;7;7;7;8;8;9;9;10;10;10;10;10;10;10;10;10;12;12;12;12;12;12;12;12;13;14;14;14;14;14;14;15;15;15;15;16;17;19;21;23;26;28;30;33;36;36;38;40;43;45;45;49;51;54;57;62;66;69
Romania;19237691;230170;1369;7.116238638;0.0646303465;0.0680992887;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;11;17;23;26;37;43;65;82;92;115;133;146;151;176;197;220;248;270;291;316;331;351;372;392;411;421;451;478;498;524;545;567;601;619;641;663;693;717;744;771;790;818;841;864;888;923;939;961;982;1002;1036;1053;1070;1094;1107;1120;1137;1147;1156;1166;1176;1185;1205;1216;1227;1235;1248;1259;1266;1276;1288;1296;1305;1316;1322;1333;1339;1354;1360;1369
Russia;145934462;16376870;6522;4.469129437;0.01299721;0.0145173353;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;4;4;8;9;17;24;30;34;43;45;47;58;63;76;94;106;130;148;170;198;232;273;313;361;405;456;513;555;615;681;747;794;867;972;1073;1169;1222;1280;1356;1451;1537;1625;1723;1827;1915;2009;2116;2212;2305;2418;2537;2631;2722;2837;2972;3099;3249;3388;3541;3633;3807;3968;4142;4374;4555;4693;4849;5031;5208;5376;5520;5717;5851;5963;6134;6350;6522
Rwanda;12952218;24670;2;0.0154413707;0.004048583;0.0047619048;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2
Saint Kitts & Nevis;53199;260;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saint Lucia;183627;610;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saint Vincent and the Grenadines;110940;390;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Marino;33931;60;42;123.7806135982;0.0607814761;0.0617647059;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;3;5;5;5;7;7;11;11;14;20;20;20;21;21;21;21;22;22;25;26;26;30;30;32;32;32;34;34;34;34;35;35;35;36;36;38;39;39;39;39;40;40;40;40;40;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
Sao Tome & Principe;219159;960;12;5.4754767087;0.0189873418;0.0240480962;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;3;4;5;5;5;5;5;6;7;7;7;7;7;8;8;8;8;8;8;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
Saudi Arabia;34813871;2149690;857;2.4616624793;0.0073865938;0.0089505786;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;4;8;8;10;16;21;25;29;34;38;41;41;44;47;52;59;65;73;79;83;87;92;97;103;109;114;121;127;136;139;144;152;157;162;169;176;184;191;200;209;219;229;239;246;255;264;273;283;292;302;312;320;329;339;351;364;379;390;399;411;425;441;458;480;503;525;549;579;611;642;676;712;746;783;819;857
Senegal;16743927;192530;55;0.328477304;0.0115570498;0.0132370638;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;5;6;6;7;7;9;9;9;9;9;9;9;9;10;11;12;13;13;17;19;19;19;21;23;25;25;25;26;30;30;33;33;34;35;35;36;38;39;41;42;42;42;43;45;45;45;47;49;49;52;52;55
Serbia;8737371;87460;252;2.8841627533;0.0208230045;0.0215993829;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;4;1;1;10;13;16;16;28;31;39;44;51;58;61;65;66;71;74;80;85;94;99;103;110;117;122;125;130;134;139;144;151;156;162;168;173;179;179;189;193;197;200;203;206;209;215;215;218;220;222;224;225;228;230;231;234;235;237;237;238;238;239;239;240;241;242;242;243;244;245;245;246;247;248;249;250;250;251;252
Seychelles;98347;460;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sierra Leone;7976983;72180;50;0.6268033917;0.0460829493;0.0538213132;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;4;4;4;7;7;8;8;9;11;14;16;17;18;18;19;19;26;26;27;29;32;33;33;34;35;38;39;40;42;44;45;45;45;46;46;46;46;47;47;47;48;48;49;50;50;50
Singapore;5850342;700;25;0.4273254452;0.0006347272;0.0006723503;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;3;3;3;3;4;5;6;6;6;6;6;6;7;8;8;9;10;10;10;11;11;11;11;11;12;12;12;12;12;14;14;14;15;16;17;18;18;18;20;20;20;20;20;21;21;21;21;21;22;22;22;22;22;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;25;25;25;25;25;25
Sint Maarten;42876;34;15;34.984606773;0.1948051948;0.1948051948;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;4;6;6;6;6;8;9;9;9;9;9;9;9;9;10;10;10;11;12;12;12;13;13;13;13;13;13;13;13;13;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
Slovakia;5459642;48088;28;0.5128541395;0.0181700195;0.0183366077;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;6;8;9;11;12;13;14;14;15;17;17;18;18;20;22;23;23;24;24;25;25;25;26;26;26;26;26;27;27;27;27;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
Slovenia;2078938;20140;109;5.2430616016;0.0732526882;0.0736984449;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;3;4;5;6;9;9;11;11;15;15;17;20;22;28;30;36;40;43;45;50;53;55;56;61;61;66;70;74;77;77;79;79;80;81;82;83;86;89;91;92;94;96;97;98;99;99;100;101;102;102;102;103;103;103;103;104;104;104;105;106;106;106;107;107;108;108;108;108;108;108;109;109;109;109;109;109;109;109;109;109;109
Somalia;15893222;627340;85;0.5348191827;0.0338241146;0.0378366348;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;5;5;6;7;7;8;8;8;16;16;18;23;26;28;28;28;28;31;32;35;38;39;44;44;48;51;52;52;52;53;53;55;56;57;59;61;61;61;61;61;66;67;67;72;72;73;78;79;79;79;79;79;82;83;84;85;85;85
South Africa;59308690;1213090;1284;2.1649441254;0.0219232345;0.0295620942;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;5;5;5;9;9;11;12;13;18;18;24;25;25;27;27;34;48;50;52;54;58;58;65;75;79;86;87;90;93;103;103;116;123;131;138;148;153;161;178;186;194;206;206;219;238;247;261;264;286;312;339;369;397;407;429;481;524;552;577;611;643;683;705;755;792;848;908;952;998;1080;1162;1210;1284
South Sudan;11193725;610952;24;0.214405839;0.0143712575;0.0190737663;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;4;6;8;8;8;8;10;10;10;10;10;10;10;10;10;10;10;14;19;19;19;24
Spain;46754778;498800;28752;61.4953192591;0.1184638268;0.1126077899;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;10;17;28;35;54;55;133;195;289;342;533;623;830;1043;1375;1772;2311;2808;3647;4365;5138;5982;6803;7716;8464;9387;10348;11198;11947;12641;13341;14045;14792;15447;16081;16606;17209;17756;18056;18708;19315;20002;20043;20453;20852;21282;21717;22157;22524;22902;23190;23521;23822;24275;24543;24543;25100;25264;25428;25613;25857;26070;26299;26478;26621;26744;26920;27104;27321;27459;27563;27563;27709;27778;27888;27940;28628;28678;28752;26834;27117;27117;27119;27121;27125;27127;27127;27127;27128;27133;27134;27135;27136;27136;27136;27136;27136
Sri Lanka;21413249;62710;11;0.0513700653;0.0058604156;0.0061077179;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;4;5;5;5;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11
Sudan;43849260;1765048;413;0.941863101;0.0613670134;0.0704177323;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;5;6;10;10;12;12;13;16;16;17;21;22;25;28;31;36;41;41;41;45;49;52;59;64;70;74;80;90;90;91;97;97;105;111;111;121;137;146;165;170;170;195;195;233;262;286;298;307;314;333;347;359;359;372;389;401;413
Suriname;586632;156000;2;0.3409292367;0.0119047619;0.0222222222;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2
Swaziland;1160164;17200;3;0.2585841312;0.0066815145;0.0098360656;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3
Sweden;10099265;410340;4814;47.6668351608;0.0996935056;0.1121125317;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;6;7;10;11;16;20;21;25;36;62;77;105;105;110;146;180;239;308;358;373;401;477;591;687;793;870;887;899;919;1033;1203;1333;1400;1511;1540;1580;1765;1937;2021;2152;2192;2194;2274;2355;2462;2586;2653;2669;2679;2769;2854;2941;3040;3175;3220;3225;3256;3313;3460;3529;3646;3674;3679;3698;3743;3831;3871;3925;3992;3998;4029;4125;4220;4266;4350;4395;4395;4403;4468;4542;4562;4639;4656;4659;4694;4717;4795;4814
Switzerland;8654622;39516;1937;22.3811045705;0.0623953099;0.0626131368;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;4;4;11;13;14;14;27;28;41;54;75;98;120;122;153;191;231;264;300;359;433;488;536;591;666;715;765;821;895;948;1002;1036;1106;1138;1174;1239;1281;1327;1368;1393;1429;1478;1509;1549;1589;1599;1610;1665;1699;1716;1737;1754;1762;1762;1784;1795;1805;1810;1823;1830;1833;1845;1867;1870;1872;1878;1879;1881;1886;1891;1892;1898;1903;1905;1906;1913;1915;1917;1919;1919;1919;1920;1920;1920;1921;1921;1921;1921;1921;1923;1934;1936;1937
Switzerland Appenzell Inner Rhodes;16145;173;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Appenzell Outer Rhodes;55234;243;3;5.4314371583;0.03;0.03;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Switzerland Argovia;677387;1404;46;6.790800532;0.0376432079;0.0378133991;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;3;3;8;11;11;12;12;12;12;13;16;16;17;18;18;18;19;19;22;23;24;25;25;28;29;31;31;31;31;31;33;33;33;33;34;34;34;36;36;36;37;37;37;37;38;42;42;43;43;43;43;44;44;44;44;44;44;44;45;45;45;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
Switzerland Basel City;194766;37;50;25.6718318392;0.0508646999;0.0509164969;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;4;4;4;4;5;5;5;5;8;12;13;13;15;15;16;18;19;21;24;26;26;28;31;33;33;33;33;34;34;36;37;37;40;40;42;44;45;45;46;46;46;46;49;49;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
Switzerland Basel Country;288132;518;35;12.1472103064;0.0413711584;0.0414201183;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;5;5;5;5;6;7;10;11;12;14;19;19;19;19;21;21;22;22;23;24;25;25;25;25;25;25;25;26;26;26;30;30;30;30;30;30;30;32;32;32;32;32;33;33;34;34;34;34;34;34;34;34;34;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
Switzerland Berne;1034977;5959;97;9.3721889472;0.0504158004;0.0506263048;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;3;5;6;6;7;8;9;10;13;16;20;23;26;28;28;31;33;37;38;42;44;49;49;49;53;55;67;69;69;73;77;77;79;82;83;83;83;83;83;85;86;90;90;90;90;90;90;90;92;92;92;93;94;94;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;97;97;97;97;97;97;97;97;97;97;97;97;97
Switzerland Friborg;318714;1671;84;26.3559178448;0.0716723549;0.0720411664;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;5;6;11;14;15;15;17;20;23;26;31;37;40;41;44;45;46;49;53;54;55;57;63;65;67;69;71;72;74;76;76;76;76;77;78;78;78;78;78;79;79;79;80;80;80;81;82;83;83;83;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84
Switzerland Geneva;499480;1771;292;58.4607992312;0.0565343659;0.056567222;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;4;4;5;6;7;9;9;10;15;16;23;25;32;40;48;58;68;77;85;92;106;113;125;136;150;159;170;179;187;190;195;202;210;216;220;223;226;232;240;245;251;253;255;257;259;260;263;266;269;270;272;273;274;279;279;281;283;283;284;285;285;285;285;287;288;288;288;291;291;291;291;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292;292
